title,author,date_time,month,day,column,url
"Five years after landmark case, Duke researchers must be alert ",Gary Jackson,2024-10-28T12:00:00Z,Oct,28,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102824-jackson-researchers-must-be-alert-20241028.html
Our computing conundrum,Aaron Siegle,2024-10-25T12:00:00Z,Oct,25,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102524-siegle-our-computing-conundrum-20241025.html
A requiem for the Duke student from the middle of nowhere,Cara Eaton,2024-10-25T12:00:00Z,Oct,25,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102524-eaton-requiem-from-middle-of-nowhere-20241025.html
The conscienceless Micheal Parsons and fake Christian values,Ethan Khorana,2024-10-25T12:00:00Z,Oct,25,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102524-khorana-conscienceless-micheal-parsons-20241025.html
Finding the known in the unknown as a medical student away from home,Nathan Luzum,2024-10-24T12:00:00Z,Oct,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102424-luzum-known-in-unknown-20241024.html
Trash talk: Duke’s disconnect with a sustainable future,"Annie Ming Kowalik, Jakob Hagedorn",2024-10-24T12:00:00Z,Oct,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102424-ming-kowalik-trash-tralk-duke-sustainable-20241024.html
Duke needs College Republicans — here’s why,"Sherman Criner, Zander Pitrus",2024-10-24T12:00:00Z,Oct,24,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102424-criner-pitrus-duke-needs-college-republicans-20241024.html
Between the marvelous and the mundane,Advikaa Anand,2024-10-23T12:00:00Z,Oct,23,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102324-anand-marvelous-and-mundane-20241023.html
Biden’s Israel policy has been a disaster. Don’t be fooled into thinking Trump’s would be better.,Leo Goldberg,2024-10-23T12:00:00Z,Oct,23,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102324-goldberg-biden-trump-israel-policy-20241023.html
Stress blows,Paul Dilly,2024-10-23T12:00:00Z,Oct,23,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102324-dilly-stress-blows-20241023.html
How time escapes us,Anna Garziera,2024-10-22T12:00:00Z,Oct,22,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102224-garziera-time-escapes-us-20241022.html
"Why your vote matters … despite, you know, everything",Asher D. Hildebrand,2024-10-22T12:00:00Z,Oct,22,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102224-hildebrand-why-your-vote-matters-20241022.html
Fall break: Forever elite,Ashlei Tomlinson,2024-10-22T12:00:00Z,Oct,22,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102224-tomlinson-fall-break-elite-20241022.html
A vote is a prayer,Luke A. Powery,2024-10-21T12:00:00Z,Oct,21,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102124-powery-vote-is-prayer-20241021.html
"Duke to open a third campus, Duke Las Vegas, after record-breaking fall break attendance ",Monday Monday,2024-10-21T12:00:00Z,Oct,21,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/102124-monday-monday-duke-las-vegas-20241021.html
Vote! (And wash your hands),Herman Pontzer,2024-10-17T12:00:00Z,Oct,17,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/101724-pontzer-vote-and-wash-hands-20241017.html
Why do we care so much about the legacy ban?,Katherine Ramirez,2024-10-16T12:00:00Z,Oct,16,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/101624-ramirez-legacy-ban-20241016.html
The things we can’t electrify,Aaron Siegle,2024-10-15T12:00:00Z,Oct,15,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/101524-siegle-20241015.html
Our desire to be loved can be deadly,Susan Chemmanoor,2024-10-14T12:00:00Z,Oct,14,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/101424-chemmanoor-desire-loved-deadly-20241014.html
Community members share remembrances for Joel Fleishman,Remembrances,2024-10-11T12:00:00Z,Oct,11,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/101124-remembrances-to-joel-fleishman-20241011.html
Eruditio et religio,Arya Krishnan,2024-10-11T12:00:00Z,Oct,11,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/101124-krishnan-eruditio-et-religio-20241011.html
Searching for resonance in a sea of contention: A coming out piece,Nik Narain,2024-10-11T12:00:00Z,Oct,11,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/101124-narain-a-coming-out-piece-20241011.html
Twelve easy steps to prepare for the coming dictatorship,"Vanessa Woods, Brian Hare",2024-10-10T12:00:00Z,Oct,10,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/101024-hare-woods-twelve-steps-dictatorship-20241010.html
Rethink following your dream,Jasmine Fan,2024-10-10T12:00:00Z,Oct,10,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/101024-fan-rethink-dream-20241010.html
Masters of none,Anna Garziera,2024-10-09T12:00:00Z,Oct,9,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/100924-garziera-masters-of-none-20241009.html
What are they doing over there? American politics from a European perspective,Jakob Hagedorn,2024-10-08T12:00:00Z,Oct,8,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/100824-hagedorn-american-politics-european-perspective-20241008.html
"Puppy kindergarten to shut down after puppy is kidnapped, eaten",Monday Monday,2024-10-07T12:00:00Z,Oct,7,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/100724-monday-monday-puppy-kindergarten-20241007.html
In the eye of the hurricane,Adam Levin,2024-10-07T12:00:00Z,Oct,7,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/100724-levin-eye-of-hurricane-20241007.html
Time to lament,Luke A. Powery,2024-10-07T12:00:00Z,Oct,7,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/100724-powery-time-to-lament-20241007.html
'You’re so mature for your age': On the pressure to perform and missing out on a childhood,Leila Zak,2024-10-04T14:30:00Z,Oct,4,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/100424-zak-pressure-to-perform-20241004.html
Democracy at work ,Matthew S. Johnson,2024-10-03T12:00:00Z,Oct,3,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/100324-johnson-democracy-at-work-20241003.html
Bad hair… Who cares?,Valentina Garbelotto,2024-10-03T12:00:00Z,Oct,3,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/100224-garbelotto-bad-hair-20241003.html
'A man was lynched today',Sonia Green,2024-10-02T12:00:00Z,Oct,2,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/100224-green-a-man-was-lynched-today-20241002.html
Two icebergs on the way to the 2024 election,John Aldrich,2024-10-01T12:00:00Z,Oct,1,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/100124-aldrich-two-icebergs-20241001.html
To each their hall of mirrors,Paul Dilly,2024-10-01T12:00:00Z,Oct,1,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/100124-dilly-hall-of-mirrors-20241001.html
The Chronicle is accepting remembrances for Joel Fleishman,Remembrances,2024-10-01T02:00:00Z,Oct,1,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/093024-remembrances-joel-fleishman-20241001.html
Polls and prejudice,Cara Eaton,2024-09-30T12:00:00Z,Sep,30,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/093024-eaton-polls-and-prejudice-20240930.html
I hate Duke’s sodding grass,Shambhavi Sinha,2024-09-30T12:00:00Z,Sep,30,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/093024-sinha-hate-sodding-grass-20240930.html
We should reimagine our vending machines,Zubin Rekhi,2024-09-28T12:00:00Z,Sep,28,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092824-rehki-reimagine-vending-machines-20240928.html
Imagining the restorative justice crime drama,Nik Narain,2024-09-28T12:00:00Z,Sep,28,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092824-narain-restorative-justice-crime-drama-20240928.html
Community members share remembrances for Dean Gerald Wilson,Remembrances,2024-09-27T11:00:00Z,Sep,27,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092724-remembrances-to-gerald-wilson-20240927.html
Costs of college campus economic diversity to democracy? A view from an economics classroom ,Lisa Gennetian,2024-09-26T12:00:00Z,Sep,26,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092624-gennetian-economics-classroom-democracy-20240926.html
Embracing polyhedronism,Aaron Siegle,2024-09-26T12:00:00Z,Sep,26,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092624-siegle-embracing-polyhedronism-20240926.html
We only live once: Protecting the sanctity of life,Advikaa Anand,2024-09-25T12:00:00Z,Sep,25,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092524-anand-only-live-once-20240925.html
Comparison is the thief of joy. But why do we do it? And is there a way to avoid imposter syndrome? ,Angarag Gantogoo,2024-09-25T12:00:00Z,Sep,25,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092524-gantogoo-comparison-thief-of-joy-20240925.html
It’s time to accept weed ,Ethan Khorana,2024-09-24T12:00:00Z,Sep,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092424-khorana-time-to-accept-weed-20240924.html
Leaked document outlines extreme student voting incentives,Monday Monday,2024-09-24T12:00:00Z,Sep,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092424-monday-monday-extreme-voting-incentives-20240924.html
How “free” misleads us,Anna Garziera,2024-09-24T12:00:00Z,Sep,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092424-garziera-free-misleads-20240924.html
Dialogue and the Divine,Luke A. Powery,2024-09-23T12:15:00Z,Sep,23,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092324-powery-dialogue-divine-20240923.html
Overcoming addiction,Arya Krishnan,2024-09-23T12:00:00Z,Sep,23,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092324-krishnan-overcoming-addiction-20240923.html
"What are we, anyway?",Umang Dhingra,2024-09-23T12:00:00Z,Sep,23,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092324-dhingra-what-are-we-anyway-20240923.html
The cost of silence: The erosion of freedom of speech in Venezuela,Barbara Cardenas,2024-09-20T12:00:00Z,Sep,20,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092024-cardenas-cost-of-silence-20240920.html
The WSJ’s new college rankings are a joke. Maybe that’s the point. ,Leo Goldberg,2024-09-20T12:00:00Z,Sep,20,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/092024-goldberg-wsj-college-rankings-20240920.html
"New to the game? No experience, no problem",Valentina Garbelotto,2024-09-19T12:00:00Z,Sep,19,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/091924-garbelotto-new-to-the-game-20240919.html
Just a coffee isn’t breakfast: Freshmen need better meal equivalency  ,Kate-Yeonjae Jeong,2024-09-19T12:00:00Z,Sep,19,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/091924-jeong-freshman-meal-equivalency-20240919.html
Democracy as competitive cooperation,Michael Tomasello,2024-09-19T12:00:00Z,Sep,19,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/091924-tomasello-democracy-cooperative-competition-20240919.html
"The kangaroo or the eagle: How independence, networking and the college experience differ across continents",Annie Ming Kowalik,2024-09-18T12:00:00Z,Sep,18,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/091824-ming-kowalik-kangaroo-and-eagle-20240918.html
Why law abiding young people should cherish the rule of law,David Schanzer,2024-09-17T12:00:00Z,Sep,17,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/091724-schanzer-cherish-rule-of-law-20240917.html
 Failure is the only option,Aaron Siegle,2024-09-16T15:00:00Z,Sep,16,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/091624-siegle-20240916.html
Drag science and the slaying of nerd aesthetic,Nik Narain,2024-09-14T12:00:00Z,Sep,14,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/091424-narain-drag-science-20240914.html
The new social contract that permeates Duke student life,Zubin Rekhi,2024-09-13T14:15:00Z,Sep,13,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/091324-rekhi-new-social-contract-20240913.html
Why you should read below your reading level,Anna Garziera,2024-09-13T12:00:00Z,Sep,13,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/091324-garziera-read-below-level-20240913.html
Staying back: On first semester junior year,Advikaa Anand,2024-09-11T12:00:00Z,Sep,11,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/091124-anand-staying-back-20240911.html
Your first learning assignment: College roommates ,Sarah Gaither,2024-09-10T12:00:00Z,Sep,10,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/091024-gaither-college-roommates-20240910.html
"Racism, fatphobia and child labor: Duke welcomes Lululemon with open arms",Felix Jones,2024-09-09T12:00:00Z,Sep,9,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/090924-jones-lululemon-racism-duke-20240909.html
The courage to be curious,Luke A. Powery,2024-09-09T12:00:00Z,Sep,9,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/090924-powery-courage-be-curious-20240909.html
Duke must do more to protect student voting rights,"Olivia Schramkowski, Gunther Peck, Amaia Clayton",2024-09-05T14:00:00Z,Sep,5,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/090524-schramkowski-clayton-peck-duke-must-protect-voting-rights-20240905.html
Wrong about me and wrongheaded about Duke,Doriane Coleman,2024-09-04T12:00:00Z,Sep,4,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/090424-coleman-wrong-about-me-20240904.html
Have the news media learned to cover a female presidential candidate? Democracy’s future may depend on the answer,"Philip M. Napoli, Talia Goodman",2024-09-03T12:00:00Z,Sep,3,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/090324-napoli-goodman-cover-female-president-20240903.html
Listening to flat-earthers,Nik Narain,2024-08-31T12:00:00Z,Aug,31,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/083124-narain-listening-to-flat-earthers-20240831.html
Hillel is a welcoming place for all Jewish students,Zachary Patterson,2024-08-30T12:00:00Z,Aug,30,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/083024-patterson-hillel-is-welcoming-20240830.html
What’s so great about democracy?,Walter Sinnott-Armstrong,2024-08-29T12:00:00Z,Aug,29,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/082924-sinnott-armstrong-whats-great-about-democracy-20240829.html
A note to international students,Alistar Erickson-Ludwig,2024-08-28T12:00:00Z,Aug,28,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/082824-erickson-ludwig-a-note-to-international-students-20240828.html
Virtues of democracy: An introductory column ,Brian Hare,2024-08-27T12:00:00Z,Aug,27,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/082724-hare-virtues-of-democracy-20240827.html
Don't hesitate to celebrate,Luke A. Powery,2024-08-26T12:00:00Z,Aug,26,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/082624-powery-dont-hesitate-to-celebrate-20240826.html
Duke University faculty must stop advocating for anti-gay and anti-transgender laws,Vivian Taylor,2024-08-26T12:00:00Z,Aug,26,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/082624-taylor-coleman-trans-rights-20240826.html
Unmasking indoctrination: The Zionist agenda behind Duke's “Antisemitism 101 Training”,Eli Meyerhoff,2024-06-26T12:00:00Z,Jun,26,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/062624-meyerhoff-unmasking-indoctrination-20240626.html
Holding Duke accountable: A call for divestment from Israeli apartheid 76 years into the ongoing Nakba,Duke Divest Coalition,2024-05-28T12:00:00Z,May,28,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/052824-duke-divest-coalition-holding-duke-accountable-20240528.html
Abridging freedom of speech at Duke,Luke Vrotsos,2024-05-04T16:30:00Z,May,4,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/050424-vrotsos-abridging-speech-20240504.html
"Duke J Street U statement on ""Gaza Solidarity Encampments""",Executive Board of Duke J Street U,2024-05-02T17:38:00Z,May,2,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/050224-duke-j-street-u-statement-on-encampments-20240502.html
Meeting the moment,Anisha Reddy,2024-04-24T07:00:00Z,Apr,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042424-reddy-meeting-the-moment-20240424.html
Listening and learning,Amy Guan,2024-04-24T07:00:00Z,Apr,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042424-guan-listening-learning-20240424.html
The Chronicle is my best-kept secret from my parents,Linda Cao,2024-04-24T07:00:00Z,Apr,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042424-cao-chronicle-best-kept-secret-20240424.html
Climbing the beanstalk and the sleeping giant I wish I’d slain,Andrew Long,2024-04-24T07:00:00Z,Apr,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042424-long-climbing-beanstalk-20240424.html
Writing into the void,Derek Deng,2024-04-24T07:00:00Z,Apr,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042424-deng-writing-into-void-20240424.html
Could’ve been worse,Jazper Lu,2024-04-24T07:00:00Z,Apr,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042424-lu-could-have-been-worse-20240424.html
Your invisible professor,Carol Apollonio,2024-04-24T04:00:00Z,Apr,24,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042424-apollonio-your-invisible-professor-20240424.html
Training in a post-Roe landscape,Rebecca Fairchild,2024-04-23T05:00:00Z,Apr,23,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042324-fairchild-post-roe-landscape-training-20240423.html
Things your civics teacher didn't tell you: The fight for bodily autonomy,Maite McPherson,2024-04-23T05:00:00Z,Apr,23,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042324-mcpherson-bodily-autonomy-fight-20240423.html
Breaking down barriers: Reproductive justice amidst systemic challenges,Miracle Adedeji,2024-04-23T05:00:00Z,Apr,23,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042324-adedeji-reproductive-justice-systemic-challenges-20240423.html
Waiting For May flowers,Anna Garziera,2024-04-23T04:00:00Z,Apr,23,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042324-garziera-waiting-for-may-flowers-20240423.html
Faith over religion,Paul Dilly,2024-04-23T04:00:00Z,Apr,23,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042324-dilly-faith-over-religion-20240423.html
A column about columns,Heidi Smith,2024-04-22T04:00:00Z,Apr,22,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042224-smith-a-column-about-columns-20240422.html
"‘I’m Just Like Spider-Man,’ says anonymous columnist","Monday Monday, Zoe Tishaev",2024-04-22T04:00:00Z,Apr,22,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/042124-monday-monday-reveal-20240422.html
Performative action: Duke’s misunderstanding of the Reginaldo Howard Scholarship,Craig Vincent,2024-04-19T05:00:00Z,Apr,19,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/041924-vincent-reginaldo-howard-scholarship-20240419.html
Higher education has an intellectual elitism problem,Alex Berkman,2024-04-19T04:00:00Z,Apr,19,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/041924-berkman-higher-ed-elitism-20240419.html
The beauty of Amtrak and our obsession with efficiency,Nathan Luzum,2024-04-19T04:00:00Z,Apr,19,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/041924-luzum-amtrak-efficiency-20240419.html
Why we need 'why',Gabrielle Mollin,2024-04-18T12:44:00Z,Apr,18,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/041824-mollin-passover-questions-learning-20240418.html
Why do people still not believe in climate change?,Nik Narain,2024-04-18T04:00:00Z,Apr,18,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/041824-narain-climate-change-disbelief-20240418.html
Your new curriculum: An invitation,Carol Apollonio,2024-04-17T04:00:00Z,Apr,17,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/041724-apollonio-new-curriculum-20240417.html
Anything but a blueprint,Paul Dilly,2024-04-16T04:00:00Z,Apr,16,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/041624-dilly-anything-but-blueprint-20240416.html
'Take a song with you on the journey',Luke A. Powery,2024-04-15T13:14:00Z,Apr,15,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/041524-powery-take-song-with-you-20240415.html
‘Bravo!’: Duke alums rave after watching Duke students do Duke student things,Monday Monday,2024-04-15T12:18:00Z,Apr,15,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/041524-monday-monday-duke-student-performance-20240415.html
The tyranny of time,Aaron Siegle,2024-04-12T04:00:00Z,Apr,12,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/041124-siegle-tyranny-of-time-20240412.html
Buckle up: There’s more to learn,Anna Garziera,2024-04-10T04:00:00Z,Apr,10,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/041024-garziera-more-to-learn-20240410.html
When you accidentally read an anti-transgender court document,Jess Jiang,2024-04-10T04:00:00Z,Apr,10,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/041024-jiang-anti-transgender-court-document-20240410.html
"Choose you, always",Paul Dilly,2024-04-09T04:00:00Z,Apr,9,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/040924-dilly-choose-yourself-always-20240409.html
Pay attention in class,Heidi Smith,2024-04-08T04:00:00Z,Apr,8,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/040824-smith-pay-attention-class-20240408.html
Touchstone: On turning 20 and our scorn of growing older,Advikaa Anand,2024-04-04T04:00:00Z,Apr,4,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/040424-anand-growing-older-scorn-20240404.html
Why nutrition studies keep contradicting each other,Nik Narain,2024-04-04T04:00:00Z,Apr,4,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/04042024-narain-contradicting-nutrition-studies-20240404.html
College wasn’t working for us. So we left.,Aaron Price,2024-04-03T17:09:00Z,Apr,3,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/040324-price-gap-semester-20240403.html
A love letter to the Duke Chapel,Anna Sorensen,2024-04-02T04:00:00Z,Apr,2,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/040224-sorensen-duke-chapel-love-letter-20240402.html
Duke recommits itself to fossil fuels and an unlivable future for its students in recent ACIR report,Duke Climate Coalition,2024-04-02T04:00:00Z,Apr,2,Opinion,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/040224-duke-climate-coalition-acir-report-response-20240402.html
Duke needs spicy food,Jessica Luan,2024-04-02T04:00:00Z,Apr,2,Campus Voices,https://www2.stat.duke.edu/~cr173/data/dukechronicle-opinion/www.dukechronicle.com/article/040224-luan-spicy-food-20240402.html
